ISBN13,Role,Name
9781550379679,", Photographs by",Susan Huszar
9781550417029,By (author),Sharon Jennings
9781550417029,", Illustrated by",Joanne Fitzgerald
9781550743821,By (author),Frank Asch
9781550744040,By (author),Heather Collins
9781550744064,By (author),H. Collins
9781550744088,By (author),H. Collins
9781550744101,By (author),Heather Collins
9781550745689,By (author),H. Collins
9781550745702,By (author),H. Collins
9781550745726,By (author),Heather Collins
9781550746297,By (author),K V Johansen
9781550746297,", By (author)",Krista V Johansen
9781550746297,", Illustrated by",Bernice Lum
9781552090367,By (author),Rich Cowley
9781552093818,Illustrated by,Sue Hendra
9781552095324,Other,Sue Hendra
9781552850824,Created by,Whitecap Books
9781555134907,By (author),Christine Harder Tangveld
9781555134907,", By (author)",Christine Harder Tangvald
9781555134907,", By (author)",Christine Harder Tanguald
9781555134907,", By (author)",A12
9781555134907,", By (photographer)",Ben Mahan
9781555139186,By (author),David C Cook Publishing Company
9781555235833,By (author),Vivian Saccone
9781555706111,By (author),Thomas Daccord
9781555834289,By (author),Joseph Kennedy
9781555834289,", By (author)",John Canemaker
9781556221309,By (author),Wallace Charition
9781557090737,By (author),Abraham Lincoln
9781557092373,By (author),Harold B Lentz
9781557482648,By (author),Jesse L Hurlbut
9781559162692,By (author),Morgan Hughes
9781559162708,By (author),Morgan Hughes
9781559332910,By (author),Marty Kelley
9781559421553,By (author),Linda Talley
9781559421553,", Illustrated by",Andra Chase
9781559421638,By (author),Linda Talley
9781559718981,By (author),Kristen McCurry
9781561451081,By (author),Professor John Butler
9781561451081,", Illustrated by",John Butler
9781561452248,By (author),Sally Grindley
9781561452248,", Illustrated by",Rosalind Beardshaw
9781561452286,By (author),James Riordan
9781561452286,", Illustrated by",Alex Ayliffe
9781561452408,By (author),Ken Brown
9781561452415,By (author),Malachy Doyle
9781561452415,", Illustrated by",Paul Hess
9781561452460,By (author),Margaret Wild
9781561452460,", Illustrated by",Kerry Argent
9781561791040,By (author),Phil Lollar
9781561791040,", Illustrated by",DRI Artworks
9781562390327,By (author),Jill C. Wheeler
9781562390327,", By (author)",Stuart A. Kallen
9781562390341,By (author),Jill C. Wheeler
9781562390341,", By (author)",Stuart A. Kallen
9781562390358,By (author),Jill C. Wheeler
9781562390907,By (author),Paul Deegan
9781562391072,By (author),Bob Italia
9781562391072,", By (author)",Rosemary Wallner
9781562391423,By (author),Rosemary Wallner
9781562391430,By (author),Bob Italia
9781562392819,By (author),Bob Italia
9781562396060,By (author),Ann Larkin Hansen
9781562396329,By (author),Paul Joseph
9781562822330,By (author),Miriam Schlein
9781562926748,By (author),Helen Haidle
9781562926748,", By (author)",Elizabeth Haidle
9781562926755,By (author),Helen Haidle
9781562926816,By (author),Professor Mary Hollingsworth
9781562926816,", Illustrated by",Rick Incrocci
9781562926823,By (author),Professor Mary Hollingsworth
9781562926830,By (author),Professor Mary Hollingsworth
9781562926854,By (author),Professor Mary Hollingsworth
9781562926861,By (author),Professor Mary Hollingsworth
9781562926878,By (author),Professor Mary Hollingsworth
9781562926878,", Illustrated by",Rick Incrocci
9781562926885,By (author),Professor Mary Hollingsworth
9781562926885,", Illustrated by",Rick Incrocci
9781562938277,By (author),Jennifer Harris
9781562938284,By (author),Rachel Elliot
9781562939229,Photographs by,Elizabeth Hathon
9781562939885,By (author),Parker Smith
9781562939885,", By (author)",Roberta Collier-Morales
9781562939915,Created by,Learning Horizons
9781563097362,By (author),Michelle Hackerott
9781563097362,", Illustrated by",Karen Dillard
9781563681158,By (author),Kim Votry
9781563681158,", By (author)",Curt Waller
9781564020840,By (author),Lucy Cousins
9781564020840,", By (author)",Farlow
9781564022578,By (author),Angela Shelf Medearis
9781564022578,", Illustrated by",Patrice Aggs
9781564023599,By (author),Miko Imai
9781564025821,By (author),Lucy Cousins
9781564026026,By (author),Helen Oxenbury
9781564026453,By (author),Anita Jeram
9781564028174,By (author),Clara Vulliamy
9781564028488,By (author),Bob Graham
9781564585318,By (author),Dorling Kindersley Publishing
9781564585318,", By (author)",DK Publishing
9781564589736,By (author),Snapshot
9781564589736,", By (author)",DK Publishing
9781564589743,By (author),Snapshot
9781564589743,", By (author)",DK Publishing
9781564589767,By (author),Snapshot
9781564589767,", By (author)",DK Publishing
9781564765284,By (author),V. Gilbert Beers
9781566081559,By (author),Rebecca Young
9781567669039,By (author),Jane Belk Moncure
9781567669039,", Illustrated by",Chris McEwan
9781567998924,By (author),Chloe Daniel
9781567998924,", Illustrated by",Julia Oliver
9781567998931,By (author),Susan Hood
9781567998931,", Illustrated by",Shelley Dieterichs
9781567998948,By (author),Susan Hood
9781567998948,", Illustrated by",Angie Sage
9781567998986,Illustrated by,Tracey Moroney
9781567998993,Illustrated by,Tracey Moroney
9781568361758,By (author),Dick Bruna
9781568361765,By (author),Dick Bruna
9781568998619,By (author),Susan Korman
9781568998619,", Illustrated by",Stephen Marchesi
9781568999128,By (photographer),Jesse Cohen
9781568999128,", Created by",Soundprints
9781568999579,By (author),Wendy Pfeffer
9781568999579,", Illustrated by",Taylor Oughton
9781568999654,By (author),Kathleen M Hollenbeck
9781568999654,", By (author)",Kathleen M Hallenbeck
9781568999654,", Illustrated by",John Paul Genzo
9781569319307,By (author),Akira Toriyama
9781570640162,By (author),Mary Ann Dudko
9781570640162,", By (author)",Margie Larsen
9781570640162,", Illustrated by",Dennis Full
9781570640810,By (author),Professor of Politics Stephen White
9781570640810,", Illustrated by",June Valentine-Ruppe
9781570826139,By (author),Mouse Works
9781570826764,By (author),Walt Disney Productions
9781570826764,", By (author)",Mouse Works
9781570826764,", By (author)",Laura M Rossiter
9781570917936,By (author),Tracey E. Fern
9781570917936,", Illustrated by",Pau Estrada
9781571030696,By (author),Lynda Sorensen
9781571032225,By (author),David Armentrout Armentrout
9781571032737,By (author),Deborah Fournier Cannarella
9781571032751,By (author),Deborah Fournier Cannarella
9781571033567,By (author),Kelly Burkholder
9781571455208,By (author),Shirley Beckes
9781571455222,By (author),Shirley Beckes
9781571457004,Illustrated by,Maurice Pledger
9781571515360,By (author),Dandi
9781571515360,", Created by",Picture Me Books
9781571515896,By (author),Deborah D'Andrea
9781571515896,", Created by",Picture Me Books
9781571515919,By (author),Deborah D'Andrea
9781571515919,", Created by",Picture Me Books
9781571515926,By (author),Jackie Wolf
9781571515926,", Created by",Picture Me Books
9781571971401,By (author),Thaddeus Wynn
9781571971401,", By (author)",Juliette Wynn
9781571971401,", Illustrated by",Denise Hughes
9781571971401,", Illustrated by",Angela Williford
9781575054650,By (author),Mark Birchall
9781575054926,By (author),Jeanne Willis
9781575054926,", Illustrated by",Mark Birchall
9781575054933,By (author),Jeanne Willis
9781575054933,", Illustrated by",Mark Birchall
9781575055121,By (author),Jan Wahl
9781575370682,By (author),Carl Sommer
9781575370682,", Illustrated by",Kennon James
9781575421964,By (author),Elizabeth Verdick
9781575421964,", With",Marieka Heinlen
9781575424248,By (author),Elizabeth Verdick
9781575424248,", By (author)",Marjorie Lisovskis
9781575424262,By (author),Elizabeth Verdick
9781575840079,By (author),Susi Adams
9781575840079,", By (author)",Stewart Cowley
9781575840338,By (author),Colin Maclean
9781575840338,", By (author)",Moira Maclean
9781575840604,By (author),Muff Singer
9781575840604,", By (author)",Peter Stevenson
9781575842455,By (author),Stewart Cowley
9781575842455,", Illustrated by",Sonia Canals
9781575842462,By (author),Stewart Cowley
9781575842462,", Illustrated by",Sonia Canals
9781575842592,By (author),Matt Mitter
9781575842592,", By (author)",Sarah Willson
9781575842592,", Illustrated by",Susan Calitri
9781575842615,By (author),Beverly Larson
9781575842615,", Illustrated by",Tracey Moroney
9781575842714,Illustrated by,Fiammetta Dogi
9781575843247,Other,Reader's Digest
9781575843377,By (author),Rita Balducci
9781575843377,", By (photographer)",Judy Tsuno
9781575843377,", By (photographer)",Cheryl Fetrick
9781575843377,", By (photographer)",Cristina Labianca
9781575843377,", By (photographer)",Willy Lew
9781575843377,", Illustrated by",Chapmanworks
9781575843544,By (author),Justine Fontes
9781575843544,", Illustrated by",Peggy Tagel
9781575843681,Created by,Fisher Price
9781575844091,By (author),Nancy Parent
9781575844091,", Created by",Reader's Digest
9781575844145,By (author),Paul Z. Mann
9781575844152,By (author),Paul Z. Mann
9781575844435,Created by,Reader's Digest Children's Books
9781575844442,Created by,Reader's Digest Children's Books
9781575846644,Created by,Reader's Digest Children's Books
9781575846712,Created by,Reader's Digest Children's Books
9781575846774,By (author),Ellen Weiss
9781575846774,", By (photographer)",John E Barrett
9781575846774,", Illustrated by",Sue DiCicco
9781575846811,By (author),Enid Blyton
9781575846811,", By (author)",Gill Davies
9781575846828,By (author),Enid Blyton
9781575846835,By (author),Enid Blyton
9781575846835,", By (author)",Tim Healey
9781575846842,By (author),Gill Davies
9781575846842,", Illustrated by",DRI Artworks
9781575846859,By (author),Enid Blyton
9781575847009,By (author),Linda Williams Aber
9781575847009,", Illustrated by",Nan Brooks
9781575847153,By (author),Weeks
9781575847177,By (author),Sarah Weeks
9781575847184,Created by,Reader's Digest Children's Books
9781575847191,Created by,Reader's Digest Children's Books
9781575847283,By (author),Weeks
9781575847467,Created by,Reader's Digest Children's Books
9781575847498,Created by,Reader's Digest Children's Books
9781575848013,Created by,Reader's Digest Children's Books
9781575848020,Created by,Reader's Digest Children's Books
9781575849201,By (author),Lori Froeb
9781575849218,By (author),Lori Froeb
9781575849218,", Illustrated by",International Si
9781575849218,", Illustrated by",Si International
9781576580165,By (author),Janet Benge
9781576580165,", By (author)",Geoff Benge
9781577593706,Created by,Dalmatian Press
9781577593713,Created by,Dalmatian Press
9781577593737,Created by,Dalmatian Press
9781577593744,Created by,Dalmatian Press
9781577596257,Created by,Dalmatian Press
9781577596264,Created by,Dalmatian Press
9781577596271,Created by,Dalmatian Press
9781577596523,Created by,Dalmatian Press
9781577650249,By (author),Cari Meister
9781577650287,By (author),Cari Meister
9781577650447,By (author),Charles W. Sundling
9781577650881,By (author),Anne Welsbacher
9781577654728,By (author),Terri Dougherty
9781577688921,By (author),Martine Schaap
9781577688921,", By (author)",Alex De Wolf
9781577688952,By (author),Marylin Hafner
9781577912583,By (author),Sherry Gerstein
9781577912583,", Illustrated by",Mr Andy Bennett
9781578601745,By (author),Kaye Cunningham
9781578601745,", Illustrated by",Professor of English Mary Ann Wilson
9781579242732,By (author),Dawn L Watkins
9781579243982,By (author),Kathleen Allan-Meyer
9781579243982,", Illustrated by",Elaine Garvin
9781580625579,By (author),Tom Robinson
9781580861601,Edited by,Heather Amery
9781580861700,Edited by,Heather Amery
9781580864411,Created by,EDC Publishing
9781580890823,By (author),Danny Adlerman
9781580890823,", By (author)",Daniel Adlerman
9781580890823,", Illustrated by",Kim Adlerman
9781581170146,By (author),Piggy Toes Press
9781581170146,", By (author)",Melissa Tyrrell
9781581170177,By (author),Piggy Toes Press
9781581170177,", By (author)",Melissa Tyrrell
9781581170177,", By (author)",Dawn Bentley
9781581170184,By (author),Kees Moerbeek
9781581170207,By (author),Jan Pienkowski
9781581170238,Illustrated by,Jan Pienkowski
9781581170245,By (author),Jan Pienkowski
9781581170269,By (author),Jan Pienkowski
9781581171037,By (author),David Wood
9781581171037,", By (author)",Richard Fowler
9781581171044,By (author),Libby Ellis
9781581171044,", Illustrated by",Salina Yoon
9781581171051,By (author),Dawn Bentley
9781581171051,", Illustrated by",Krisztina Nagy
9781581171181,By (author),Melissa Tyrell
9781581171181,", Designed by",Willabel L Tong
9781581171181,", Illustrated by",Tom Patrick
9781581171198,By (author),Melissa Tyrrell
9781581171198,", Designed by",Willabel L Tong
9781581171198,", Illustrated by",Nan Brooks
9781581171204,By (author),Melanie Gerth
9781581171204,", Illustrated by",Mary Thelan
9781581171501,Designed by,Willabel L Tong
9781581172812,By (author),Teresa Imperato
9781581172812,", Illustrated by",Steven Haskamp
9781581178692,Illustrated by,Miriam Latimer
9781582407937,By (author),Robert Kirkman
9781582407937,", By (artist)",Ryan Ottley
9781582464503,By (author),Trudy Ludwig
9781582464503,", Illustrated by",Patrice Barton
9781584300540,By (author),Anastasia Suen
9781584300540,", Illustrated by",Winnie Cheon
9781584760085,By (author),Anon
9781584760160,By (author),I Kids
9781584760160,", Illustrated by",Martin Lemelman
9781584760177,By (author),I Kids
9781584760177,", Illustrated by",Peggy Tagel
9781584763529,By (author),Jan Jugran
9781584763529,", Illustrated by",Ana Larranaga
9781584764908,By (author),Jan Jugran
9781584764908,", Illustrated by",Ana Larranaga
9781584765554,By (author),Jan Jugran
9781584765554,", Illustrated by",Ana Martin Larranaga
9781584765561,By (author),Lucy Schultz
9781584765561,", Illustrated by",Ana Martin Larranaga
9781584769361,From an idea by,Lucy Schultz
9781584769361,", Designed by",Liza Page
9781584769361,", Illustrated by",Ana Martin Larranaga
9781584769378,By (author),Innovative Kids
9781585971077,By (author),Mary A Martin
9781586631055,Created by,Lamaze
9781586631079,Created by,Lamaze
9781586633257,By (author),Gerald Hawksley
9781586633257,", Illustrated by",Simone Abel
9781586633264,By (author),Gerald Hawksley
9781586633264,", Illustrated by",Mandy Stanley
9781586633288,Illustrated by,Margaret Spengler
9781586633295,By (author),Susan Hood
9781586633295,", Illustrated by",Alex Ayliffe
9781586637286,Created by,Lamaze
9781586637293,Created by,Lamaze
9781586680589,By (author),Suzy Spafford
9781586680589,", Created by",Lyrick Publishing
9781586680596,By (author),Suzy Spafford
9781586680596,", Created by",Lyrick Publishing
9781586681302,By (author),Guy Davis
9781586681302,", By (author)",Howard Brower
9781587170263,By (author),Willy Pogany
9781587170263,", Illustrated by",Willy Pog any
9781587280122,By (author),Ivan Bulloch
9781587280122,", By (author)",Dianne James
9781588451866,By (author),Vincent Douglas
9781588451866,", By (author)",School Specialty Publishing
9781588451866,", By (author)",Carson-Dellosa Publishing
9781588451873,By (author),Vincent Douglas
9781588451873,", By (author)",School Specialty Publishing
9781588451873,", By (author)",Carson-Dellosa Publishing
9781588452313,By (author),Vincent Douglas
9781588452313,", By (author)",School Specialty Publishing
9781588452313,", By (author)",Carson-Dellosa Publishing
9781588452320,By (author),Vincent Douglas
9781588452320,", By (author)",School Specialty Publishing
9781588452320,", By (author)",Carson-Dellosa Publishing
9781588452337,By (author),Vincent Douglas
9781588452337,", By (author)",School Specialty Publishing
9781588452337,", By (author)",Carson-Dellosa Publishing
9781588455055,By (author),Vincent Douglas
9781588455055,", By (author)",School Specialty Publishing
9781588455055,", By (author)",Carson-Dellosa Publishing
9781588455055,", Illustrated by",Warrick Schroeder
9781589252097,By (author),Tiger Tales
9781589252097,", Illustrated by",Sarah Ward
9781589252318,By (author),Patricia Hegarty
9781589252318,", Compiled by",Tiger Tales
9781589252356,By (author),Tiger Tales
9781589252356,", Illustrated by",Sarah Ward
9781589255395,By (author),Tiger Tales
9781589255395,", Illustrated by",Sarah Ward
9781589256101,By (author),Tiger Tales
9781589257313,Illustrated by,Lucy Richards
9781589257856,By (author),Sally Hobson
9781589473232,By (author),School Zone
9781589520035,By (author),Kelly Baysura
9781589520202,By (author),Louise Martin
9781589520233,By (author),Louise Martin
9781589520943,By (author),Lynn M Stone
9781589521261,By (author),Lynn M Stone
9781589521452,By (author),Rebecca L Grambo
9781589521469,By (author),Rebecca L Grambo
9781589521612,By (author),Amy Bowman
9781589522138,By (author),Jason Cooper
9781589525733,By (author),Ted O'Hare
9781589802025,Edited by,Margaret Hyde
9781589802049,Edited by,Margaret Hyde
9781589802056,By (author),Margaret E. Hyde
9781589802650,Edited by,Margaret Hyde
9781589978041,By (author),Marianne Hering
9781590140710,By (author),Marcia Leonard
9781590140710,", By (author)",Marcus Pfister
9781590140710,", Illustrated by",Rose Mary Berlin
9781590930519,By (author),Steve Nelson
9781590930519,", With",Jack Rollins
9781590930519,", Illustrated by",Patrick McRae
9781591258087,By (author),Karen Farmer
9781591258087,", Illustrated by",Gary Currant
9781591471554,By (author),Kathleen G. Nadeau
9781591471554,", By (author)",Ellen B. Dixon
9781591471554,", Illustrated by",Charles Beyl
9781592230747,By (author),Amanda Wood
9781592230747,", By (author)",Fiona Macmillan
9781592231690,Created by,Silver Dolphin
9781592232321,Text by,Beth Harwood
9781592235858,By (author),Beth Harwood
9781592235858,", By (photographer)",David Ellwand
9781592235858,", Illustrated by",Emma Dodd
9781592235889,By (author),Beth Harwood
9781592235889,", By (photographer)",David Ellwand
9781592235889,", Illustrated by",Emma Dodd
9781592235964,By (author),Beth Harwood
9781592235964,", By (photographer)",David Ellwand
9781592235964,", Illustrated by",Emma Dodd
9781592235971,By (author),Beth Harwood
9781592235971,", By (photographer)",David Ellwand
9781592235971,", Illustrated by",Emma Dodd
9781592236251,By (author),Beth Harwood
9781592236251,", By (photographer)",David Ellwand
9781592236251,", Illustrated by",Emma Dodd
9781592237029,By (author),Beth Harwood
9781592237241,By (author),Emma Dodd
9781592237241,", Illustrated by",Mike Jolley
9781592237609,By (author),Mike Jolley
9781592237609,", By (author)",Emma Dodd
9781592238033,By (author),Beth Harwood
9781592238033,", By (photographer)",David Ellwand
9781592238033,", Illustrated by",Emma Dodd
9781592238378,By (author),Mike Jolley
9781592238378,", By (author)",Emma Dodd
9781592238460,By (author),Emma Dodd
9781592238460,", Illustrated by",Mike Jolley
9781592239047,By (author),Beth Harwood
9781592239047,", By (photographer)",David Ellwand
9781592239047,", Illustrated by",Emma Dodd
9781592239054,By (author),Beth Harwood
9781592239054,", By (photographer)",David Ellwand
9781592239054,", Illustrated by",Emma Dodd
9781592239702,By (author),Emma Dodd
9781592239719,By (author),Emma Dodd
9781592239726,By (author),Emma Dodd
9781593251499,By (author),Angela M Burrin
9781593251499,", Illustrated by",Maria Cristina Lo Casco
9781593278175,By (author),Michio Shibuya
9781593278175,", By (author)",Takashi Tonagi
9781593278175,", By (author)",Office Sawa
9781593599737,Created by,Inc Peter Pauper Press
9781593840280,By (author),Thea Ross
9781593840297,By (author),Thea Ross
9781594746031,By (author),Ransom Riggs
9781594747359,By (author),Ransom Riggs
9781594747588,By (author),Ransom Riggs
9781594748400,By (author),Ransom Riggs
9781594749025,By (author),Ransom Riggs
9781594749438,By (author),Leah Gallo
9781594749438,", Foreword by",Ransom Riggs
9781594749438,", Introduction by",Tim Burton
9781594749933,By (author),Ashley Poston
9781595146151,By (author),Beth Revis
9781595148537,By (author),Jennifer Donaldson
9781595148544,By (author),Jennifer Donaldson
9781595322012,By (author),Rikki Simons Rikki Simons
9781595322012,", Illustrated by",Tavisha
9781595325990,Illustrated by,Lindsay Cibos
9781595325990,", Illustrated by",Jared Hodges
9781595669179,By (author),Anita Loughrey
9781595727077,By (author),Ellen Mayer
9781595727077,", Illustrated by",Ying-Hwa Hu
9781596433694,By (author),Alexis Frederick-Frost
9781596433694,", By (author)",Andrew Arnold
9781596433694,", By (author)",James Sturm
9781596436008,Introduction by,Leonard Marcus
9781596439641,By (author),Adam Rex
9781596732872,By (author),Evan-Moor Educational Publishers
9781596732926,By (author),Evan-Moor Educational Publishers
9781597071727,By (author),Geronimo Stilton
9781597071895,By (author),Geronimo Stilton
9781597071901,By (author),Geronimo Stilton
9781597072014,By (author),Geronimo Stilton
9781597072083,By (author),Papercutz
9781597072229,By (author),Geronimo Stilton
9781597072397,By (author),Geronimo Stilton
9781597072502,By (author),Gos
9781597072502,", By (author)",Peyo
9781597073486,By (author),Geronimo Stilton
9781597073745,By (author),Geronimo Stilton
9781598161304,Illustrated by,Svetlana Chmakova
9781598161359,By (artist),Rivkah
9781598161359,", Other",TOKYOPOP
9781598163926,By (author),Gary Greenfield
9781598163926,", Illustrated by",Jason Waltrip
9781598163957,By (author),D.J. Milky
9781598163957,", Illustrated by",Makoto Nakatsuka
9781598164015,Illustrated by,Erica Reis
9781598165487,By (author),Alex De Campi
9781598165487,", Illustrated by",Federica Manfredi
9781598165494,By (author),Alex De Campi
9781598165494,", Illustrated by",Federica Manfredi
9781598165890,By (author),Shannon Eric Denton
9781598165890,", By (author)",Keith Giffen
9781598165890,", Illustrated by",Armand Villavert
9781598167283,By (author),Joshua Elder
9781598167283,", Illustrated by",Erich Owen
9781598167290,By (author),Joshua Elder
9781598167290,", Illustrated by",Erich Owen
9781598167382,Illustrated by,Christy Lijewski
9781598168020,By (author),Alex De Campi
9781598168020,", Illustrated by",Edo Fuijkschot
9781598168037,By (author),Alex De Campi
9781598168037,", Illustrated by",Edo Fuijkschot
9781598168044,By (author),Alex De Campi
9781598168044,", Illustrated by",Edo Fuijkschot
9781598200348,By (author),Megan McDonald
9781599150543,By (author),Janet Harvey Kelman
9781599150543,", Illustrated by",L. D. Luard
9781599613468,By (author),Carolyn Keene
9781599613468,", Illustrated by",Macky Pamintuan
9781599613482,By (author),Carolyn Keene
9781600105388,By (author),Dave Stevens
9781600105821,By (author),Alex Raymond
9781600108716,By (author),Archie Goodwin
9781600109898,By (author),Alex Raymond
9781600449819,By (author),Lynda Sorensen
9781600508073,Edited by,Tom Worthen
9781602140295,By (author),playBac Edu-Team
9781602140301,By (author),playBac Edu-Team
9781602140318,By (author),playBac Edu-Team
9781602140325,By (author),playBac Edu-Team
9781602140332,By (author),playBac Edu-Team
9781602140455,By (author),playBac Edu-Team
9781602140479,By (author),playBac Edu-Team
9781602140486,By (author),playBac Edu-Team
9781602140493,By (author),playBac Edu-Team
9781602140806,By (author),playBac Edu-Team
9781602209664,By (author),Zheng Ma
9781602209664,", By (author)",Zheng Li
9781602209664,", Illustrated by",He Youzhi
9781602209664,", Illustrated by",Ding Xiaofang
9781602209671,By (author),Zheng Ma
9781602209671,", By (author)",Zheng Li
9781602209671,", Illustrated by",Liu She
9781602209671,", Illustrated by",Pan Xiaoqing
9781603090384,By (author),Jeff Lemire
9781603094122,By (author),Campbell Whyte
9781603600118,By (author),Bill Gaines
9781603600118,", By (author)",Al Feldstein
9781603600118,", By (artist)",Jack Davis
9781603600118,", By (artist)",Jack Kamen
9781603600118,", By (artist)",Graham Ingels
9781603600118,", By (artist)",Al Williamson
9781603600118,", By (artist)",Joe Orlando
9781603600118,", By (artist)",George Evans
9781604720808,By (author),Nancy Harris
9781605370880,By (author),Liesbet Slegers
9781605370897,By (author),Liesbet Slegers
9781605370903,By (author),Liesbet Slegers
9781605371177,By (author),Liesbet Slegers
9781605371184,By (author),Liesbet Slegers
9781606902448,By (author),Alex Ross
9781606903520,By (author),Brett Matthews
9781606903520,", By (artist)",Sergio Cariello
9781607063070,By (author),Nick Spencer
9781607063070,", By (artist)",Joe Eisma
9781607064305,By (author),Nick Spencer
9781607064305,", By (artist)",Joe Eisma
9781607064343,By (author),Harold Sipe
9781607064343,", By (author)",Christopher Sebela
9781607064343,", By (artist)",Lee Leslie
9781607064459,By (author),Todd McFarlane
9781607064459,", By (author)",Brian Holguin
9781607064480,By (author),Various
9781607064510,By (author),Erik Larsen
9781607064572,By (author),Bryan J. L. Glass
9781607064572,", By (author)",Michael Avon Oeming
9781607064572,", By (artist)",Victor Santos
9781607064725,By (author),Mike Allred
9781607064732,By (author),Tito Faraci
9781607064732,", By (artist)",Daniel Brereton
9781607064756,By (author),Robert Kirkman
9781607064756,", By (artist)",Rob Liefeld
9781607064763,By (author),S. Steven Struble
9781607064787,By (author),Doug Tennapel
9781607064787,", By (artist)",Katherine Garner
9781607064855,By (author),Sam Sarkar
9781607064855,", By (artist)",Garrie Gastonny
9781607064862,By (author),David Baxter
9781607064862,", By (artist)",Javier Aranda
9781607064862,", By (artist)",Garry Leach
9781607064909,By (author),Daniel Corey
9781607064909,", By (artist)",Mike Vosberg
9781607064909,", By (artist)",Anthony Diecidue
9781607064923,By (author),Ron Marz
9781607064930,By (author),Rob Liefeld
9781607064930,", By (author)",Mark Poulton
9781607064930,", By (artist)",Owen Gieni
9781607064985,By (author),Robert Kirkman
9781607064985,", By (artist)",Ryan Ottley
9781607064992,By (author),Todd McFarlane
9781607065067,By (author),Ron Marz
9781607065173,By (author),Phil Hester
9781607065173,", By (artist)",Romano Molenaar
9781607065173,", By (artist)",Leandro Oliviera
9781607065210,By (author),Charles Soule
9781607065210,", By (artist)",Renzo Podesta
9781607065265,By (author),Tim Seeley
9781607065272,By (author),S. Steven Struble
9781607065272,", By (artist)",Sina Grace
9781607065517,By (author),Jim Krueger
9781607065517,", By (artist)",Michael Avon Oeming
9781607065517,", By (artist)",Mike Parobeck
9781607065586,By (author),Nick Spencer
9781607065586,", By (artist)",Joe Eisma
9781607065616,By (author),Nathan Edmondson
9781607065616,", By (artist)",Mitch Gerads
9781607065623,By (author),Ron Marz
9781607065623,", By (artist)",Stjepan Sejic
9781607065647,By (author),Frank Cho
9781607065678,By (author),Brian Holguin
9781607065678,", By (author)",Todd McFarlane
9781607065678,", By (artist)",Greg Capullo
9781607065678,", By (artist)",Danny Miki
9781607065791,By (author),Robert Kirkman
9781607065890,By (author),S. Steven Struble
9781607065890,", By (artist)",Sina Grace
9781607065920,By (author),Robert Kirkman
9781607065920,", By (author)",Nick Spencer
9781607065920,", By (artist)",Shawn Martinbrough
9781607065920,", By (artist)",Felix Serrano
9781607065975,By (author),Sina Grace
9781607065999,By (author),Brian Holguin
9781607065999,", By (author)",Todd McFarlane
9781607065999,", By (artist)",Greg Capullo
9781607065999,", By (artist)",Danny Miki
9781607066026,By (author),Jim Starlin
9781607066057,By (author),Tim Seeley
9781607066057,", By (artist)",Stefano Caselli
9781607066057,", By (artist)",Federica Manfredi
9781607066064,By (author),Tim Seeley
9781607066064,", By (artist)",Dave Crosland
9781607066071,By (author),Joseph Keatinge
9781607066071,", By (artist)",Andre Szymanowicz
9781607066088,By (author),Jonathan Hickman
9781607066088,", By (artist)",Nick Pitarra
9781607066088,", By (artist)",Jordie Bellair
9781607066125,By (author),Jim Zubkavich
9781607066125,", By (artist)",Edwin Huang
9781607066125,", By (artist)",Misty Coats
9781607066194,By (author),Joe Casey
9781607066194,", By (artist)",Charlie Adlard
9781607066279,By (author),Nathan Edmondson
9781607066279,", By (artist)",Nic Klein
9781607066286,By (author),Raffaele Lenco
9781607066347,By (author),Landry Walker
9781607066347,", By (artist)",Eric Jones
9781607066378,By (author),Tim Seeley
9781607066569,By (author),Tim Seeley
9781607066569,", By (artist)",Daniel Leister
9781607066569,", By (artist)",Emilio Laiso
9781607066620,By (author),Robert Kirkman
9781607066620,", By (artist)",Ryan Ottley
9781607066620,", By (artist)",Cory Walker
9781607066620,", By (artist)",Cliff Rathburn
9781607066637,By (author),Todd McFarlane
9781607066637,", By (author)",Brian Holguin
9781607066637,", By (artist)",Greg Capullo
9781607066637,", By (artist)",Angel Medina
9781607066644,By (author),Ron Marz
9781607066644,", By (artist)",Stjepan Sejic
9781607066712,By (author),Marc Silvestri
9781607066712,", By (author)",Matt Hawkins
9781607066712,", By (artist)",Khoi Pham
9781607066712,", By (artist)",Sunny Gho
9781607066811,By (author),Tim Seeley
9781607066811,", By (artist)",Diego Bernard
9781607066859,By (author),Daniel Corey
9781607066859,", By (artist)",Anthony Diecidue
9781607066859,", By (artist)",Mike Vosburg
9781607066903,By (author),Ron Marz
9781607066903,", By (artist)",Stjepan Sejic
9781607066910,By (author),Eric Stephenson
9781607066910,", By (artist)",Nate Bellegarde
9781607066910,", By (artist)",Jordie Bellair
9781607066934,By (author),Brandon Seifert
9781607066934,", By (artist)",Lukas Ketner
9781607067177,By (author),Mark Millar
9781607067177,", By (author)",Alan McKenzie
9781607067177,", By (author)",John Smith
9781607067177,", By (author)",Rian Hughes
9781607067191,By (author),Nathan Edmondson
9781607067191,", By (artist)",Mitch Gerads
9781607067269,By (author),Jonathan Hickman
9781607067269,", By (artist)",Nick Pitarra
9781607067269,", By (artist)",Jordie Bellair
9781607067412,By (author),Tim Seeley
9781607067412,", By (artist)",Daniel Leister
9781607067412,", By (artist)",Elena Casagrande
9781607067498,By (author),Brandon Graham
9781607067498,", By (author)",Simon Roy
9781607067535,By (author),Jonathan Hickman
