isbn,Series,name,Rating,Review,Type of Book,Age Level,Grade Level,Lexile Score,Number of Pages,Language,Size,Publisher,Publication Date,ISBN 10,ISBN 13,Author ,Author 2,Author 3,Main Image,Image 2,Image 3
9780141354934,,PMC A Wrinkle In Time,4.4,"25,950",Paperback,"9 - 12 years, from customers",Not known,Not known,Not known,English,7.8 x 5.08 x 0.67 inches,PUFFIN BOOKS,"January 1, 1995",141354933,978-0141354934,MADELEINE LENGLE,Not known,Not known,https://m.media-amazon.com/images/I/51uAHDktCRL._US218_.jpg,,
9780394844848,,The 500 Hats of Bartholomew Cubbins (Classic Seuss),4.8,"1,327",Hardcover,"3 - 8 years, from customers",Kindergarten - 4,AD630L,56 pages,English,8.25 x 0.38 x 11.31 inches,Random House Books for Young Readers,"December 9, 1989",039484484X,978-0394844848,Dr. Seuss,Not known,Not known,https://m.media-amazon.com/images/I/51uJXIML9cL._US218_.jpg,,
9780763662295,,Sam and Dave Dig a Hole,4.6,"1,740",Hardcover,"3 - 6 years, from customers",Preschool - 3,450L,40 pages,English,8.38 x 0.41 x 10.94 inches,Candlewick,"October 14, 2014",763662291,978-0763662295,Mac Barnett,Jon Klassen,Not known,https://m.media-amazon.com/images/I/51UlhMJNnaL._US218_.jpg,,
9780375856112,,Inheritance: Book IV (Inheritance Cycle),4.7,"17,022",Hardcover,"10+ years, from customers",7 - 9,1010L,860 pages,English,6.38 x 2.09 x 9.38 inches,Knopf Books for Young Readers,"November 8, 2011",375856110,978-0375856112,Christopher Paolini,Not known,Not known,https://m.media-amazon.com/images/I/51uZYNB4+eL._US218_.jpg,,
9781484730881,,"Mother Bruce-Mother Bruce, Book 1 (Mother Bruce Series)",4.9,"1,936",Hardcover,"2 - 5 years, from customers",Preschool - Kindergarten,AD500L,48 pages,English,12.3 x 0.4 x 9.3 inches,Disney Hyperion,"November 24, 2015",1484730887,978-1484730881,Ryan T. Higgins,Not known,Not known,https://m.media-amazon.com/images/I/51V8QIzCqcL._US218_.jpg,,
9780064400565,,Stuart Little,4.6,"3,467",Paperback,"5 - 8 years, from customers",3 - 7,920L,131 pages,English,5.18 x 0.37 x 7.84 inches,Harper & Row,"September 1, 2020",9780064400565,978-0064400565,E. B White,Garth Williams,Not known,https://m.media-amazon.com/images/I/51VudwIxGtL._US218_.jpg,,
9781484746691,,Gravity Falls:: Journal 3,4.8,"20,555",Hardcover,"8+ years, from customers",3 - 7,Not known,288 pages,English,7.76 x 0.98 x 9.76 inches,Disney Press,"July 26, 2016",1484746694,978-1484746691,Alex Hirsch,Not known,Not known,https://m.media-amazon.com/images/I/51wtgjkWg-L._US218_.jpg,,
9780152567088,,The Napping House,4.9,"4,668",Hardcover,"1 - 4 years, from customers",Preschool - 3,NP,32 pages,English,9 x 0.39 x 10 inches,Clarion Books,"May 4, 2009",152567089,978-0152567088,Audrey Wood,Don Wood,Not known,https://m.media-amazon.com/images/I/51x-lxHwrUL._US218_.jpg,,
9781014929860,,"The Magic Compass, a Story From Mary Poppins.",4.4,"3,949",Paperback,"5 - 9 years, from customers",Not known,Not known,36 pages,English,6.14 x 0.07 x 9.21 inches,Hassell Street Press,"September 10, 2021",1014929865,978-1014929860,P L (Pamela Lyndon) 1899- Travers(Creator),Not known,Not known,https://m.media-amazon.com/images/I/51XMY7LpGBL._US218_.jpg,,
9780544032569,,Stick and Stone,4.8,"1,613",Hardcover,"2 - 5 years, from customers",Preschool - 3,250L,48 pages,English,9 x 0.38 x 9 inches,Clarion Books,"April 7, 2015",9780544032569,978-0544032569,Beth Ferry,Tom Lichtenheld,Not known,https://m.media-amazon.com/images/I/51yOsGxL9JL._US218_.jpg,,
9781408855683,,Harry Potter and the Goblet of Fire,4.9,"74,737",Paperback,"7 - 12 years, from customers",Not known,Not known,640 pages,English,5.08 x 1.61 x 7.8 inches,Bloomsbury,"March 1, 2016",1408855682,978-1408855683,Varios,Not known,Not known,https://m.media-amazon.com/images/I/51zBweKyrUL._US218_.jpg,,
9781580891424,,Lola at the Library (Lola Reads),4.9,"2,556",Paperback,"1 - 3 years, from customers",Not known,AD330L,32 pages,English,9.5 x 0.14 x 9.63 inches,Charlesbridge,"June 1, 2006",158089142X,978-1580891424,Anna McQuinn,Rosalind Beardshaw,Not known,https://m.media-amazon.com/images/I/51zlIFZTgxL._US218_.jpg,,
9780593382639,,Our Skin: A First Conversation About Race (First Conversations),4.5,"1,692",Board book,"2 - 5 years, from customers",Not known,AD550L,38 pages,English,6.5 x 0.86 x 7.5 inches,Rise x Penguin Workshop,"March 16, 2021",593382633,978-0593382639,Megan Madison,Jessica Ralli,Isabel Roxas,https://m.media-amazon.com/images/I/51ZW0EPpOCL._US218_.jpg,,
9780307119759,,I Just Forgot (A Little Critter Book),4.9,"4,044",Paperback,"2 - 6 years, from customers",Preschool - 2,AD490L,24 pages,English,8 x 8 x 0.15 inches,Random House Books for Young Readers,"August 18, 1999",307119750,978-0307119759,"Mercer Mayer(Author, Illustrator)",Not known,Not known,https://m.media-amazon.com/images/I/613cJbjmHEL._US218_.jpg,,
9780062971067,,I Promise,4.9,"6,290",Hardcover,"3 - 7 years, from customers",Preschool - 3,AD520L,40 pages,English,10 x 0.35 x 10 inches,HarperCollins,"August 11, 2020",62971069,978-0062971067,LeBron James,Niña Mata,Not known,https://m.media-amazon.com/images/I/617QygLtQVL._US218_.jpg,,
9781324005254,,Every Night Is Pizza Night,4.9,"1,308",Hardcover,"2 - 7 years, from customers",Preschool - 2,Not known,48 pages,English,10.4 x 0.4 x 8.3 inches,Norton Young Readers,"September 1, 2020",1324005254,978-1324005254,J. Kenji López-Alt,Gianna Ruggiero,Not known,https://m.media-amazon.com/images/I/61cvMSKdrrL._US218_.jpg,,
9780920668375,,Love You Forever,4.9,"58,823",Paperback,"Baby - 6 years, from customers",Not known,AD780L,32 pages,English,8 x 0.13 x 8 inches,Firefly Books,"September 1, 1995",920668372,978-0920668375,Robert Munsch,Sheila McGraw,Not known,https://m.media-amazon.com/images/I/61Gvvjyug2L._US218_.jpg,,
9780140540567,,True Story of the Three Little Pigs,4.9,"6,440",Paperback,"3 - 7 years, from customers",Not known,Not known,32 pages,English,0.12 x 7.44 x 8.98 inches,FBA Powersetup,"January 1, 1991",9780140540567,978-0140540567,jon scieszka,Not known,Not known,https://m.media-amazon.com/images/I/61GWLFdwApL._US218_.jpg,,
9780064431439,,Caps for Sale: A Tale of a Peddler Some Monkeys and Their Monkey Business,4.9,"4,595",Paperback,"2 - 5 years, from customers",Preschool - 3,AD480L,48 pages,English,9.8 x 7.8 x 0.1 inches,HarperCollins,"September 1, 1987",64431436,978-0064431439,Esphyr Slobodkina,Not known,Not known,https://m.media-amazon.com/images/I/61i6T-nivAL._US218_.jpg,,
9781984816399,,Kindness Makes Us Strong,4.8,"1,365",Board book,"Baby - 3 years, from customers",Not known,AD140L,24 pages,English,8.63 x 0.61 x 8.63 inches,Dial Books,"December 24, 2019",198481639X,978-1984816399,Sophie Beer,Not known,Not known,https://m.media-amazon.com/images/I/61M2uargbdL._US218_.jpg,,
9780763641689,,Interrupting Chicken,4.8,"2,244",Hardcover,"3 - 6 years, from customers",Preschool - 3,AD510L,40 pages,English,11.06 x 0.39 x 9 inches,Candlewick,"August 10, 2010",763641685,978-0763641689,"David Ezra Stein(Author, Illustrator)",Not known,Not known,https://m.media-amazon.com/images/I/61madKTZWiL._US218_.jpg,,
9780399234163,,"Stand Tall, Molly Lou Melon",4.8,"1,863",Hardcover,"2 - 6 years, from customers",Preschool - 3,AD560L,32 pages,English,9.31 x 0.32 x 9.31 inches,G.P. Putnam's Sons,"August 27, 2001",399234160,978-0399234163,Patty Lovell,David Catrow,Not known,https://m.media-amazon.com/images/I/61muF23f0DL._US218_.jpg,,
9780670674244,,The Story of Ferdinand,4.9,"8,472",Hardcover,"2 - 6 years, from customers",2 - Kindergarten,AD760L,72 pages,English,7.6 x 0.43 x 9.2 inches,Viking Books for Young Readers,"January 1, 1936",9780670674244,978-0670674244,Munro Leaf,Robert Lawson,Not known,https://m.media-amazon.com/images/I/61n5JDYQBvL._US218_.jpg,,
9780007115563,,Prince Caspian,4.6,"3,642",Paperback,"5 - 10 years, from customers",Not known,Not known,Not known,English,4.37 x 0.59 x 7.01 inches,HarperCollins Children's Books,"January 1, 2001",7115563,978-0007115563,C.S. Lewis,Not known,Not known,https://m.media-amazon.com/images/I/61qibkwNL8L._US218_.jpg,,
9781444959451,,The Enchanted Wood: Book 1 (The Magic Faraway Tree),4.5,"3,555",Paperback,6 - 8 years,Not known,Not known,Not known,English,5.04 x 0.94 x 7.72 inches,Hodder Children's Books,"September 3, 2020",144495945X,978-1444959451,Enid Blyton,Not known,Not known,https://m.media-amazon.com/images/I/61sP7gstfyL._US218_.jpg,,
9780763678883,,The Princess in Black,4.7,"3,197",Paperback,"4 - 7 years, from customers",Kindergarten - 3,500L,96 pages,English,6.44 x 0.28 x 8.19 inches,Candlewick,"April 14, 2015",763678880,978-0763678883,Shannon Hale,Dean Hale,LeUyen Pham,https://m.media-amazon.com/images/I/61w30L4Q3GL._US218_.jpg,,
9780698115811,,Thunder Cake,4.9,"1,506",Paperback,"3 - 8 years, from customers",Kindergarten - 3,630L,32 pages,English,8 x 0.12 x 10.25 inches,Puffin Books,"August 25, 1997",9780698115811,978-0698115811,Patricia Polacco,Not known,Not known,https://m.media-amazon.com/images/I/61Y22C1MkbL._US218_.jpg,,
