isbn,Series,name,Rating,Review,Type of Book,Age Level,Grade Level,Lexile Score,Number of Pages,Language,Size,Publisher,Publication Date,ISBN 10,ISBN 13,Author ,Author 2,Author 3,Main Image,,Image 3
9780316523547,A Tale of Magic.,"A Tale of Witchcraft... (A Tale of Magic..., 2)",4.8,"3,650",Paperback,"10+ years, from customers",3 - 7,870L,464 pages,English,5.25 x 1.25 x 7.63 inches,"Little, Brown Books for Young Readers","August 3, 2021",316523542,9780316523547,Chris Colfer,,,https://m.media-amazon.com/images/I/51QWKm+qcKL._US218_.jpg,,
9781510202122,A Tale of Magic.,A Tale of Magic: A Tale of Magic...,4.8,"4,427",Paperback,"9 - 12 years, from customers",Not known,Not known,Not known,English,5.12 x 1.89 x 7.8 inches,"Little, Brown Books for Young Readers","August 6, 2020",1510202129,9781510202122,Chris Colfer,,,https://m.media-amazon.com/images/I/518U0N+ooaL._US218_.jpg,,
9780375802683,A to Z Mysteries,The Missing Mummy (A to Z Mysteries),4.7,335,Paperback,6 - 9 years,1 - 4,600L,96 pages,English,5.25 x 0.25 x 7.63 inches,Random House Books for Young Readers,"February 27, 2001",9780375802683,9780375802683,Ron Roy,John Steven Gurney,,https://m.media-amazon.com/images/I/61aU9RHKWnL._US218_.jpg,,
9780375802690,A to Z Mysteries,The Ninth Nugget (A to Z Mysteries),4.7,355,Paperback,6 - 9 years,1 - 4,610L,96 pages,English,5.19 x 0.25 x 7.63 inches,Random House Books for Young Readers,"June 26, 2001",9780375802690,9780375802690,Ron Roy,John Steven Gurney,,https://m.media-amazon.com/images/I/51E+Vq4kAAL._US218_.jpg,,
9780375802706,A to Z Mysteries,The Orange Outlaw (A to Z Mysteries),4.6,210,Paperback,6 - 9 years,1 - 4,660L,96 pages,English,5.19 x 0.21 x 7.56 inches,Random House Books for Young Readers,"October 23, 2001",9780375802706,9780375802706,Ron Roy,John Steven Gurney,,https://m.media-amazon.com/images/I/61l-eWkiSAL._US218_.jpg,,
9780375802713,A to Z Mysteries,The Panda Puzzle (A to Z Mysteries),4.8,406,Paperback,6 - 9 years,1 - 4,550L,96 pages,English,5.19 x 0.25 x 7.63 inches,Random House Books for Young Readers,"February 26, 2002",9780375802713,9780375802713,Ron Roy,John Steven Gurney,,https://m.media-amazon.com/images/I/61uCHxRPWZL._US218_.jpg,,
9780375813672,A to Z Mysteries,The Runaway Racehorse (A to Z Mysteries),4.7,366,Paperback,6 - 9 years,1 - 4,580L,96 pages,English,5.19 x 0.25 x 7.63 inches,Random House Books for Young Readers,"October 22, 2002",375813675,9780375813672,Ron Roy,John Steven Gurney,,https://m.media-amazon.com/images/I/51E9rnEFewL._US218_.jpg,,
9780375813689,A to Z Mysteries,The School Skeleton (A to Z Mysteries),4.7,467,Paperback,6 - 9 years,1 - 4,590L,96 pages,English,5.19 x 0.25 x 7.63 inches,Random House Books for Young Readers,"January 28, 2003",375813683,9780375813689,Ron Roy,John Steven Gurney,,https://m.media-amazon.com/images/I/61l72X-YgjL._US218_.jpg,,
9780375813696,A to Z Mysteries,The Talking T. Rex (A to Z Mysteries,4.8,322,Paperback,6 - 9 years,1 - 4,490L,96 pages,English,5.19 x 0.25 x 7.56 inches,Random House Books for Young Readers,"June 24, 2003",375813691,978-0439658539,"Ron Roy,",John Steven Gurney,,https://m.media-amazon.com/images/I/51uHwAiSW-L._US218_.jpg,,
9780439052023,A to Z Mysteries,The Empty Envelope (A to Z Mysteries),4.7,607,Paperback,"7 - 9 years, from customers",1 - 4,610L,96 pages,English,5.25 x 0.25 x 7.63 inches,Random House Books for Young Readers,"June 16, 1998",439052025,9780439052023,Ron Roy,John Steven Gurney,,https://m.media-amazon.com/images/I/51lPTL-73DL._US218_.jpg,,
9780439444644,A to Z Mysteries,A to Z Mysteries: The Quicksand Question,4.6,149,Paperback,7 - 8 years,Not known,Not known,Not known,English,Not known,scholastic,"January 1, 2002",439444640,978-0439444644,Ron Roy,,,https://m.media-amazon.com/images/I/51ogHoAThuL._US218_.jpg,https://m.media-amazon.com/images/I/51w8SN7uHVL._US218_.jpg,
9780439658539,A to Z Mysteries,The Talking T. Rex (A to Z Mysteries),4.8,322,Paperback,6 - 9 years,1 - 4,490L,96 pages,English,5.19 x 0.25 x 7.56 inches,Random House Books for Young Readers,"June 24, 2003",375813691,9780439658539,Ron Roy,John Steven Gurney,,https://m.media-amazon.com/images/I/51uHwAiSW-L._US218_.jpg,,
9780679881681,A to Z Mysteries,The Absent Author (A to Z Mysteries),4.7,"1,350",Paperback,"6 - 8 years, from customers",1 - 4,510L,96 pages,English,5.25 x 0.26 x 7.56 inches,Random House Books for Young Readers,"September 23, 1997",679881689,9780679881681,Ron Roy,John Steven Gurney,,https://m.media-amazon.com/images/I/51yeUwuU7ML._US218_.jpg,,
9780679884491,A to Z Mysteries,The Bald Bandit (A to Z Mysteries),4.7,660,Paperback,"6 - 8 years, from customers",1 - 4,590L,71 pages,English,5.25 x 0.25 x 7.63 inches,Random House Books for Young Readers,"September 23, 1997",9780679884491,9780679884491,Ron Roy,John Steven Gurney,,https://m.media-amazon.com/images/I/61qeSyk7HGL._US218_.jpg,,
9780679885931,A to Z Mysteries,The Canary Caper (A to Z Mysteries),4.7,486,Paperback,6 - 9 years,1 - 4,570L,96 pages,English,5.19 x 0.25 x 7.63 inches,Random House Books for Young Readers,"March 3, 1998",679885935,9780679885931,Ron Roy,John Steven Gurney,,https://m.media-amazon.com/images/I/61R4s+porsL._US218_.jpg,,
9780679887553,A to Z Mysteries,The Deadly Dungeon (A to Z Mysteries),4.7,644,Paperback,"7 - 10 years, from customers",1 - 4,610L,96 pages,English,5.19 x 0.24 x 7.56 inches,Random House Books for Young Readers,"March 3, 1998",679887555,9780679887553,Ron Roy,John Steven Gurney,,https://m.media-amazon.com/images/I/51B51UxORuL._US218_.jpg,,
9780679890546,A to Z Mysteries,The Empty Envelope (A to Z Mysteries,4.7,608,Paperback,"7 - 9 years, from customers",1 - 4,610L,96 pages,English,5.25 x 0.25 x 7.63 inches,Random House Books for Young Readers,"June 16, 1998",439052025,978-0439052023,"Ron Roy,",John Steven Gurney,,https://m.media-amazon.com/images/I/51lPTL-73DL._US218_.jpg,,
9780679890553,A to Z Mysteries,The Falcon's Feathers (A to Z Mysteries),4.7,406,Paperback,6 - 9 years,1 - 4,510L,96 pages,English,5.13 x 0.25 x 7.63 inches,Random House Books for Young Readers,"October 13, 1998",9780679890553,9780679890553,Ron Roy,John Steven Gurney,,https://m.media-amazon.com/images/I/61xiPZXqpBL._US218_.jpg,,
9780679890782,A to Z Mysteries,The Goose's Gold (A to Z Mysteries),4.7,357,Paperback,6 - 9 years,1 - 4,580L,86 pages,English,5.19 x 0.26 x 7.63 inches,Random House Books for Young Readers,"December 29, 1998",9780679890782,9780679890782,Ron Roy,John Steven Gurney,,https://m.media-amazon.com/images/I/51N6JKxXflL._US218_.jpg,,
9780679890799,A to Z Mysteries,The Haunted Hotel (A to Z Mysteries),4.7,602,Paperback,"6 - 9 years, from customers",1 - 4,510L,87 pages,English,5.25 x 0.23 x 7.62 inches,Random House Books for Young Readers,"June 15, 1999",679890793,9780679890799,Ron Roy,John Steven Gurney,,https://m.media-amazon.com/images/I/61WOcPdVi4L._US218_.jpg,,
9780679894575,A to Z Mysteries,The Invisible Island (A to Z Mysteries),4.7,484,Paperback,6 - 9 years,1 - 4,610L,96 pages,English,5.13 x 0.25 x 7.56 inches,Random House Books for Young Readers,"October 12, 1999",679894578,9780679894575,Ron Roy,John Steven Gurney,,https://m.media-amazon.com/images/I/51uAAo5hdxL._US218_.jpg,,
9780679894582,A to Z Mysteries,The Jaguar's Jewel (A to Z Mysteries),4.7,454,Paperback,6 - 9 years,1 - 4,540L,96 pages,English,5.25 x 0.23 x 7.63 inches,Random House Books for Young Readers,"February 22, 2000",679894586,9780679894582,Ron Roy,John Steven Gurney,,https://m.media-amazon.com/images/I/61E8frHFUxL._US218_.jpg,,
9780679894599,A to Z Mysteries,The Kidnapped King (A to Z Mysteries),4.7,412,Paperback,6 - 9 years,1 - 4,610L,96 pages,English,5.19 x 0.25 x 7.56 inches,Random House Books for Young Readers,"June 27, 2000",9780679894599,9780679894599,Ron Roy,John Steven Gurney,,https://m.media-amazon.com/images/I/51FscPnstaL._US218_.jpg,,
9780679894605,A to Z Mysteries,The Lucky Lottery (A to Z Mysteries),4.7,296,Paperback,6 - 9 years,1 - 4,580L,96 pages,English,5.19 x 0.23 x 7.56 inches,Random House Books for Young Readers,"November 28, 2000",679894608,9780679894605,Ron Roy,John Steven Gurney,,https://m.media-amazon.com/images/I/61HCM2sxElL._US218_.jpg,,
B00HTJVM9S,A to Z Mysteries,By Ron Roy - A-Z Mysteries: The Quicksand Question (Stepping Stones Books: A to Z Mysteries) (1st Edition) (8.2.2004),4.6,149,Paperback,Not known,Not known,Not known,Not known,English,Not known,Random House USA Children's Books,"September 1, 2004",Not known,Not known,Ron Roy,,,https://m.media-amazon.com/images/I/51NVoYBR+oL._US218_.jpg,,
9780312367541,A Wrinkle in Time,A Wrinkle in Time (Time Quintet),4.4,"25,802",Paperback,"9 - 12 years, from customers",6 and up,740L,256 pages,English,5.1 x 0.65 x 7.55 inches,Square Fish,"May 1, 2007",312367546,9780312367541,"Madeleine L'Engle(Author, Introduction)",,,https://m.media-amazon.com/images/I/51JByNA2CZL._US218_.jpg,https://m.media-amazon.com/images/I/51-NTKNsh6L._US218_.jpg,Not known._US218_.jpg
9780312368548,A Wrinkle in Time,"A Wind in the Door (A Wrinkle in Time Quintet, 2)",4.4,"2,668",Paperback,10 - 14 years,6 and up,790L,245 pages,English,5.2 x 0.8 x 7.65 inches,Not known,"May 1, 2007",274877430,9780312368548,Madeleine L'Engle,,,https://m.media-amazon.com/images/I/51QUagCEuDL._US218_.jpg,https://m.media-amazon.com/images/I/51BVUfcyCnL._US218_.jpg,Not known._US218_.jpg
9780312368586,A Wrinkle in Time,"An Acceptable Time (A Wrinkle in Time Quintet, 5)",4.6,836,Paperback,10 - 14 years,6 and up,710L,384 pages,English,5.22 x 1.03 x 7.67 inches,Not known,"May 1, 2007",312368585,9780312368586,Madeleine L'Engle,,,https://m.media-amazon.com/images/I/51QkKpyOBgL._US218_.jpg,https://m.media-amazon.com/images/I/51F9P9AYIuL._US218_.jpg,Not known._US218_.jpg
B008YF5PNU,A Wrinkle in Time,Many Waters (A Wrinkle in Time Quintet),4.6,"1,013",Mass Market Paperback,"9+ years, from customers",6 and up,Not known,320 pages,English,4.25 x 0.75 x 6.75 inches,Square Fish,"May 1, 2007",312368615,9780312368616,Madeleine L'Engle,,,https://m.media-amazon.com/images/I/41lxKYIsCHL._US218_.jpg,,
B00B2RVWCK,A Wrinkle in Time,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, 4)",4.5,"1,504",Mass Market Paperback,10 - 14 years,6 - 9,850L,320 pages,English,5.18 x 0.86 x 7.62 inches,Not known,"May 1, 2007",312368569,9780312368562,Madeleine L'Engle,,,https://m.media-amazon.com/images/I/51HUdSLwu5L._US218_.jpg,,
9780547429229,Adam Rubin,Those Darn Squirrels and the Cat Next Door,4.8,996,Hardcover,"3 - 7 years, from customers",Preschool - 3,AD810L,32 pages,English,10 x 0.39 x 10 inches,Clarion Books,"May 2, 2011",547429223,978-0547429229,"Adam Rubin,",Daniel Salmieri,,https://m.media-amazon.com/images/I/51w-KKhJIHL._US218_.jpg,,
9780606374507,Adam Rubin,Those Darn Squirrels Fly South (Turtleback School & Library Binding Edition,4.8,788,Library Binding,"3 - 6 years, from customers",1 - 2,Not known,32 pages,English,10.25 x 0.5 x 10.25 inches,Turtleback Books,"September 8, 2015",606374507,978-0606374507,"Adam Rubin,",Daniel Salmieri,,https://m.media-amazon.com/images/I/616xCWprKFL._US218_.jpg,,
9781613833537,Adam Rubin,Those Darn Squirrels,4.8,"2,235",Library Binding,"3 - 6 years, from customers",Preschool - 3,AD680L,32 pages,English,9.9 x 0.4 x 9.1 inches,Perfection Learning,"September 6, 2011",1613833539,978-1613833537,"Adam Rubin,",Daniel Salmieri,,https://m.media-amazon.com/images/I/51oyUnII9HL._US218_.jpg,https://m.media-amazon.com/images/I/41rCwOZ8NoL._US218_.jpg,
9781970147438,Add More Goodness,Finding Muchness: How to Add More Life to Life,4.8,515,Hardcover,Not known,Not known,Not known,48 pages,English,6.38 x 0.25 x 8.25 inches,Compendium,"June 29, 2021",1970147431,9781970147438,Kobi Yamada,Charles Santoso,,https://m.media-amazon.com/images/I/411F1+MitaS._US218_.jpg,https://m.media-amazon.com/images/I/31+JG9laPIS._US218_.jpg,https://m.media-amazon.com/images/I/31gn1TI+rdS._US218_.jpg
9781970147735,Add More Goodness,Feeling Grateful: How to Add More Goodness to Your Gladness,4.8,77,Hardcover,4 years and up,Not known,Not known,48 pages,English,6.63 x 0.37 x 8.25 inches,Compendium,"June 28, 2022",1970147733,9781970147735,Kobi Yamada,Charles Santoso,,https://m.media-amazon.com/images/I/31gbOl1DSDL._US218_.jpg,https://m.media-amazon.com/images/I/31FvX9y7EIL._US218_.jpg,https://m.media-amazon.com/images/I/31e8GgiMR8L._US218_.jpg
9781474952910,All You Need to Know by Age 7,All the Maths You Need to Know by Age 7 (All You Need to Know by Age 7),4.7,49,Hardcover,5 - 7 years,Not known,Not known,Not known,English,7.87 x 0.55 x 9.72 inches,Usborne Publishing Ltd,"July 8, 2021",1474952917,9781474952910,Katie Daynes,,,https://m.media-amazon.com/images/I/51S3DTY1qgL._US218_.jpg,,
9781474968966,All You Need to Know by Age 7,All Science You Need Know Before Age 7,4.7,161,Hardcover,Not known,Not known,Not known,Not known,English,7.72 x 0.51 x 9.69 inches,Not known,Not known,1474968961,9781474968966,,,,https://m.media-amazon.com/images/I/61COynwbMBL._US218_.jpg,https://m.media-amazon.com/images/I/51WRYkfxZvL._US218_.jpg,Not known._US218_.jpg
9780439846806,Amulet,"The Stonekeeper (Amulet, Book 1)",4.7,"3,830",Hardcover,"8 - 11 years, from customers",3 - 7,GN310L,192 pages,English,6.5 x 1 x 9.25 inches,Graphix,"September 29, 2015",439846803,9780439846806,Kazu Kibuishi,,,https://m.media-amazon.com/images/I/41uMQ6kQqoL._US218_.jpg,,
9780439846820,Amulet,"The Stonekeeper's Curse (Amulet, Book 2)",4.8,"3,109",Hardcover,"8 - 10 years, from customers",3 - 7,GN340L,224 pages,English,6.25 x 0.75 x 9.25 inches,Graphix,"September 29, 2015",043984682X,9780439846820,Kazu Kibuishi,,,https://m.media-amazon.com/images/I/41w+5EI9PaL._US218_.jpg,https://m.media-amazon.com/images/I/41TtdHQr8gL._US218_.jpg,Not known._US218_.jpg
9780545208840,Amulet,The Cloud Searchers: A Graphic Novel (Amulet #3) (3),4.8,"2,665",Hardcover,"8 - 11 years, from customers",3 - 7,Not known,208 pages,English,6.5 x 0.75 x 9.5 inches,Graphix,"September 29, 2015",054520884X,9780545208840,Kazu Kibuishi,,,https://m.media-amazon.com/images/I/51tHdLUHoWL._US218_.jpg,https://m.media-amazon.com/images/I/41ZLPWFt5sL._US218_.jpg,Not known._US218_.jpg
9780545208864,Amulet,The Last Council: A Graphic Novel (Amulet #4) (4),4.8,"2,540",Hardcover,"7 - 11 years, from customers",3 - 7,GN400L,224 pages,English,6.25 x 1 x 9.25 inches,Graphix,"September 29, 2015",545208866,9780545208864,Kazu Kibuishi,,,https://m.media-amazon.com/images/I/51T1MylJEsL._US218_.jpg,https://m.media-amazon.com/images/I/31BxhLfeikL._US218_.jpg,Not known._US218_.jpg
9780545208888,Amulet,Prince of the Elves: A Graphic Novel (Amulet #5) (5),4.8,"2,322",Hardcover,"8 - 12 years, from customers",3 - 7,GN400L,208 pages,English,6.5 x 1 x 9.25 inches,Graphix,"September 29, 2015",545208882,9780545208888,Kazu Kibuishi,,,https://m.media-amazon.com/images/I/51cRce8Gq6L._US218_.jpg,https://m.media-amazon.com/images/I/31zD8aEmCPL._US218_.jpg,Not known._US218_.jpg
9780545839662,Amulet,Firelight: A Graphic Novel (Amulet #7) (7),4.8,"2,479",Hardcover,"8 - 11 years, from customers",3 - 7,GN410L,208 pages,English,6.25 x 0.5 x 9.25 inches,Graphix,"February 23, 2016",545839661,9780545839662,Kazu Kibuishi,,,https://m.media-amazon.com/images/I/5148Jt9I3eL._US218_.jpg,https://m.media-amazon.com/images/I/51GN2-pz5yL._US218_.jpg,https://m.media-amazon.com/images/I/41RdUrHnWeL._US218_.jpg
9780545848992,Amulet,Escape from Lucien: A Graphic Novel (Amulet #6) (6),4.7,"3,032",Hardcover,"8 - 11 years, from customers",3 - 7,Not known,224 pages,English,6.5 x 0.75 x 9.5 inches,Graphix,"September 29, 2015",545848997,9780545848992,Kazu Kibuishi,,,https://m.media-amazon.com/images/I/51+YXQ5jTSL._US218_.jpg,https://m.media-amazon.com/images/I/41w9N0sCpAL._US218_.jpg,Not known._US218_.jpg
9780545850025,Amulet,Supernova: A Graphic Novel (Amulet #8) (8),4.8,"2,847",Hardcover,"9 - 11 years, from customers",3 - 7,Not known,208 pages,English,6.5 x 0.75 x 9.25 inches,Graphix,"September 25, 2018",545850029,9780545850025,Kazu Kibuishi,,,https://m.media-amazon.com/images/I/51O+EY24BFL._US218_.jpg,,
9781419713743,An Abrams Block Book,Countablock (An Abrams Block Book),4.8,903,Board book,"1 - 3 years, from customers",Preschool and up,Not known,94 pages,English,5.25 x 2.4 x 6.25 inches,Harry N. Abrams,"August 5, 2014",1419713744,9781419713743,Christopher Franceschelli,Peski Studio,,https://m.media-amazon.com/images/I/514ZgZGdhlL._US218_.jpg,https://m.media-amazon.com/images/I/51OClfjZfML._US218_.jpg,https://m.media-amazon.com/images/I/51v4ESR+UGL._US218_.jpg
9781419716744,An Abrams Block Book,Dinoblock (An Abrams Block Book),4.8,780,Board book,"2 - 3 years, from customers",Preschool and up,Not known,96 pages,English,5.25 x 2.25 x 6.25 inches,Abrams Appleseed,"June 30, 2015",1419716743,9781419716744,Christopher Franceschelli,Peski Studio,,https://m.media-amazon.com/images/I/51q4eo8dubL._US218_.jpg,https://m.media-amazon.com/images/I/51AFhk7ezNL._US218_.jpg,https://m.media-amazon.com/images/I/41bhx5Il+JL._US218_.jpg
9781419721892,An Abrams Block Book,Cityblock (An Abrams Block Book),4.8,424,Board book,"1 - 3 years, from customers",Preschool - Kindergarten,Not known,96 pages,English,5.25 x 2 x 6.25 inches,Abrams Appleseed,"September 6, 2016",1419721895,9781419721892,Christopher Franceschelli,Peski Studio,,https://m.media-amazon.com/images/I/51X0lx9gqGL._US218_.jpg,https://m.media-amazon.com/images/I/410mpXpvV3L._US218_.jpg,https://m.media-amazon.com/images/I/31hmpYVDdQL._US218_.jpg
9781419725692,An Abrams Block Book,Buildablock (An Abrams Block Book),4.8,679,Board book,"1 - 3 years, from customers",Preschool and up,Not known,90 pages,English,5.25 x 2.15 x 6.25 inches,Abrams Appleseed,"September 19, 2017",1419725696,9781419725692,Christopher Franceschelli,Peski Studio,,https://m.media-amazon.com/images/I/51UZrOMc2gL._US218_.jpg,https://m.media-amazon.com/images/I/41ePu9J5rOL._US218_.jpg,https://m.media-amazon.com/images/I/31x7N2pjTKL._US218_.jpg
9781419728310,An Abrams Block Book,Star Wars Block: Over 100 Words Every Fan Should Know (An Abrams Block Book),4.8,818,Board book,"1 - 3 years, from customers",Preschool and up,Not known,104 pages,English,5.25 x 2.5 x 6.25 inches,Abrams Appleseed,"May 1, 2018",1419728318,9781419728310,Peski Studio,,,https://m.media-amazon.com/images/I/51m8bAmGwCL._US218_.jpg,https://m.media-amazon.com/images/I/41MNiZtmmuL._US218_.jpg,https://m.media-amazon.com/images/I/31QNS3lfLUL._US218_.jpg
9781419731532,An Abrams Block Book,Loveblock (An Abrams Block Book),4.9,282,Board book,Baby - 3 years,Preschool and up,Not known,84 pages,English,5.63 x 1.88 x 6.63 inches,Harry N. Abrams,"December 1, 2020",141973153X,9781419731532,Christopher Franceschelli,Peski Studio,,https://m.media-amazon.com/images/I/51okaJYVy2L._US218_.jpg,https://m.media-amazon.com/images/I/51yJ38HGNKS._US218_.jpg,https://m.media-amazon.com/images/I/51-dWvqBF+S._US218_.jpg
9781419735882,An Abrams Block Book,Marvel Alphablock (An Abrams Block Book): The Marvel Cinematic Universe from A to Z,4.9,"1,605",Board book,"1 - 4 years, from customers",Preschool and up,Not known,106 pages,English,5.25 x 2.4 x 6.25 inches,Abrams Appleseed,"April 16, 2019",1419735888,9781419735882,Marvel Studios,Peski Studio,,https://m.media-amazon.com/images/I/51f8b-JvINL._US218_.jpg,,
9781419738258,An Abrams Block Book,Farmblock (An Abrams Block Book),4.8,626,Board book,"Baby - 3 years, from customers",Preschool and up,Not known,92 pages,English,5.25 x 2 x 6.25 inches,Abrams Appleseed,"October 1, 2019",1419738259,9781419738258,Christopher Franceschelli,Peski Studio,,https://m.media-amazon.com/images/I/51vRhrFNOnL._US218_.jpg,,
9781419740572,An Abrams Block Book,Disney Block (An Abrams Block Book): Magical Moments for Fans of Every Age,4.8,348,Board book,Not known,Preschool and up,Not known,100 pages,English,5.5 x 2.3 x 6.55 inches,Harry N. Abrams,"July 28, 2020",1419740571,9781419740572,Disney,Peski Studio,,https://m.media-amazon.com/images/I/51H-fUu2gHL._US218_.jpg,https://m.media-amazon.com/images/I/41hJ2sdRn1L._US218_.jpg,https://m.media-amazon.com/images/I/41jy+C3-6HL._US218_.jpg
9781419740589,An Abrams Block Book,Sesame Street Countablock (An Abrams Block Book),4.8,72,Board book,Not known,Preschool and up,Not known,102 pages,English,5.5 x 2.15 x 6.55 inches,Harry N. Abrams,"November 30, 2021",141974058X,9781419740589,Peski Studio,,,https://m.media-amazon.com/images/I/51sKbs38RBL._US218_.jpg,https://m.media-amazon.com/images/I/31HB+OGPW0L._US218_.jpg,https://m.media-amazon.com/images/I/31TVwq42Y4L._US218_.jpg
9781419741197,An Abrams Block Book,Sharkblock (An Abrams Block Book),4.9,156,Board book,Baby - 3 years,Preschool and up,Not known,84 pages,English,5.55 x 2.15 x 6.55 inches,Harry N. Abrams,"May 4, 2021",1419741195,9781419741197,Christopher Franceschelli,Peski Studio,,https://m.media-amazon.com/images/I/51fIVQgEgQL._US218_.jpg,https://m.media-amazon.com/images/I/21nFPtgvoBL._US218_.jpg,https://m.media-amazon.com/images/I/21pT-J6h5JL._US218_.jpg
9781419750991,An Abrams Block Book,Spaceblock (An Abrams Block Book),4.7,53,Board book,Baby - 3 years,Preschool and up,Not known,80 pages,English,5.25 x 1.85 x 6.25 inches,Harry N. Abrams,"June 14, 2022",1419750992,9781419750991,Christopher Franceschelli,Peski Studio,,https://m.media-amazon.com/images/I/51D24b2IALL._US218_.jpg,https://m.media-amazon.com/images/I/31owXIlG0iL._US218_.jpg,https://m.media-amazon.com/images/I/31IHcSudvCL._US218_.jpg
9781419757280,An Abrams Block Book,Pixar Buddy Block (An Abrams Block Book): The Ultimate Celebration of Pixar Pals,4.8,16,Board book,Not known,Preschool and up,Not known,88 pages,English,5.5 x 2 x 6.55 inches,Harry N. Abrams,"November 8, 2022",1419757288,9781419757280,Pixar Studios,Peski Studio,,https://m.media-amazon.com/images/I/51yS7wK8luL._US218_.jpg,https://m.media-amazon.com/images/I/31P4SOqcIpL._US218_.jpg,https://m.media-amazon.com/images/I/31lyw+ndRgL._US218_.jpg
9781419760624,An Abrams Block Book,Bugblock (An Abrams Block Book),5,5,Board book,Baby - 3 years,Preschool and up,Not known,84 pages,English,5.5 x 1.85 x 6.55 inches,Harry N. Abrams,"April 4, 2023",1419760629,9781419760624,Christopher Franceschelli,Peski Studio,,https://m.media-amazon.com/images/I/51SekH0OOYL._US218_.jpg,https://m.media-amazon.com/images/I/31vigWTPY7L._US218_.jpg,https://m.media-amazon.com/images/I/31Y4Yswbe3L._US218_.jpg
B00ZQCA03E,An Abrams Block Book,"Alphablock by Franceschelli, Christopher (2013) Board book",4.8,"1,340",Hardcover,"1 - 3 years, from customers",Not known,Not known,Not known,English,Not known,Harry N. Abrams,Not known,Not known,Not known,,,,https://m.media-amazon.com/images/I/51Zo82KBomL._US218_.jpg,,
9781368045704,An Elephant and Piggie Book,An Elephant & Piggie Biggie Volume 2! (An Elephant and Piggie Book),4.9,"8,293",Hardcover,"3 - 6 years, from customers",1 - 3,Not known,320 pages,English,6.8 x 1.24 x 9.3 inches,Hyperion Books for Children,"September 17, 2019",1368045707,9781368045704,Mo Willems,,,https://m.media-amazon.com/images/I/51OhpgjdRZL._US218_.jpg,https://m.media-amazon.com/images/I/51jiP2hQy2L._US218_.jpg,https://m.media-amazon.com/images/I/41spoTTZxDL._US218_.jpg
