id,guid,name,image,isbn,rating,review_count,book_format,language,price,description,stock_available,amazon_bestseller,bestseller_age1,bestseller_age2,bestseller_age3,bestseller_age4,bestseller_age5,bestseller_age6,most_borrowed,borrowed_age1,borrowed_age2,borrowed_age3,borrowed_age4,borrowed_age5,borrowed_age6,suggestion_age1,suggestion_age2,suggestion_age3,suggestion_age4,suggestion_age5,suggestion_age6,tag1,series_id,age_group_1,age_group_2,age_group_3,age_group_4,age_group_5,age_group_6
2909,,Grumpycorn,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4071/9781407180830.jpg,9781407180830,3.58,286,Paperback,English,"₹ 1,036.03","Oh, what a Grumpycorn! A must-have unicorn picture book treat from the bestselling, award-winning Sarah McIntyre. Unicorn wants to write the most fabulous story in the world. He has a fancy notebook. A special fluffy pen. He has everything just perfect. But Unicorn has NO IDEA what to write! When his friends try to join in, will Unicorn turn into a ... GRUMPYCORN? A funny and feisty picture book celebrating teamwork, friendship and the joys of storytelling. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2910,,Tom Gates: Super Good Skills (Almost...),https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4071/9781407193526.jpg,9781407193526,4.43,"2,044",Paperback,English,"₹ 1,149.13","The tenth book in the bestselling series, from the brilliantly talented Liz Pichon. Look out! Tom, Delia and the whole Gates family are going on holiday. How will Tom manage to keep himself busy on the most boring campsite ever? By doodling, of course! This tenth book in the series comes with doodle your own elements to keep Tom Gates fans happy for hours. ABOUT THE SERIES: Written in diary form Full of Tom's doodles and pictures & his amazing sense of humour The Brilliant World of Tom Gates, was the winner of the Roald Dahl Funny Prize! Perfect gifts for boys & girls who love to laugh themselves silly The first series of The Brilliant World of Tom Gates won the Scottish BAFTA for Entertainment! Love Tom Gates? Don't miss Liz Pichon's spectacular Shoe Wars, a laugh-out-loud, gadget-packed adventure! ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2911,,Disney Classics: Toy Story 3,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4075/9781407583884.jpg,9781407583884,4.67,3,Hardback,English,"₹ 1,593.28",Not available,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2912,,"Awesome Engines: Zoom, Rocket, Zoom!",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4083/9781408312513.jpg,9781408312513,3.42,309,Paperback,English,₹ 854.22,"Come on a fantastic adventure to the moon and deep into space! This exciting book is full of amazing astronauts and super space vehicles. Discover a different vehicle on each page, from rockets and moon buggies, to robot rovers, satellites and more. With bright, bold illustrations and fun, rhyming text, this is perfect for sharing and reading aloud. Little ones will love spotting all the details on each page and joining in with the lively text; as rockets 'zoom' and satellites 'whizz!' From the creators of the bestselling Dig Dig Digging. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2913,,Love You Hoo,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4083/9781408331705.jpg,9781408331705,4.11,94,Paperback,English,₹ 870.22,"Cuddle up together with this joyful celebration of love from Rachel Bright. Author of the award-winning Lion Inside series. Cuddle up now, little one, let's snuggle wing-to-wing. Are you feeling safe and warm? Ok then, let's begin... Join Little Owl and Big Owl as they cuddle up at bedtime. Thinking of the special times they've had together and all the exciting adventures the future holds. This gentle rhyming picture book is just right for sharing with your little one. On Valentine's Day, or at any time of the year. Rachel Bright is the author of the Lion Inside series, with over one million copies sold in more than 30 languages. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2914,,Verity : The thriller that will capture your heart and blow your mind,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4087/9781408726600.jpg,9781408726600,4.4,"1,366,193",Paperback,English,₹ 699.32,"OVER 3 MILLION COPIES SOLD - THE NO.1 BESTSELLER AND TIKTOK SENSATION, FROM THE AUTHOR OF IT ENDS WITH US Are you ready to stay up all night? Rebecca meets Gone Girl in this shocking, unpredictable thriller with a twist that will leave you reeling . . . Lowen Ashleigh is a struggling writer on the brink of financial ruin when she accepts the job offer of a lifetime. Jeremy Crawford, husband of bestselling author Verity Crawford, has hired Lowen to complete the remaining books in a successful series his injured wife is unable to finish. Lowen arrives at the Crawford home, ready to sort through years of Verity's notes and outlines, hoping to find enough material to get her started. What Lowen doesn't expect to uncover in the chaotic office is an unfinished autobiography Verity never intended for anyone to read. Page after page of bone-chilling admissions, including Verity's recollection of the night their family was forever altered. Lowen decides to keep the manuscript hidden from Jeremy, knowing its contents would devastate the already-grieving father. But as Lowen's feelings for Jeremy begin to intensify, she recognizes all the ways she could benefit if he were to read his wife's words. After all, no matter how devoted Jeremy is to his injured wife, a truth this horrifying would make it impossible for him to continue loving her . . . If you loved Verity, don't miss the special collector's edition golden hardback coming this autumn, including an exclusive never-before-seen final chapter. Available to order now. 500,000 READERS HAVE ALREADY GIVEN VERITY FIVE STARS 'One of the best thrillers I have ever read' ***** 'Powerful, mind-blowing and emotional' ***** 'The plot twists and that ending came out of nowhere' ***** 'There are no words. Bravo' ***** 'Dark, creepy, and one hundred per cent original' ***** 'I NEEDED to know how this was going to end' ***** 'Left me completely speechless' ***** VERITY was a No.1 Kindle bestseller on 18.03.22 ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2915,,Chu's Day,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4088/9781408828007.jpg,9781408828007,3.86,"5,154",Hardback,English,"₹ 1,861.23","Meet Chu. Chu is a small panda with a very big sneeze. When Chu sneezes, you REALLY don't want to get in the way. But a whole day of adventure will test Chu's sneeze-resisting powers to the limit - there's the library (dusty books!), the diner (pepper!), and then the circus (all those animals!). How big can a sneeze really be? Just wait and see . . . ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2916,,You Can't Take An Elephant On the Bus,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4088/9781408849828.jpg,9781408849828,4.11,318,Paperback,English,₹ 975.65,"_______________ 'You will laugh out loud' - Guardian _______________ Get ready for a fun-filled ride and join a whole range of crazy creatures on a hilarious picture book adventure! You can't take an elephant on the bus ... It would simply cause a terrible fuss! Elephants' bottoms are heavy and fat and would certainly squash the seats quite flat. Never put a camel in a sailing boat, or a tiger on a train, and don't even THINK about asking a whale to ride a bike ... This riotous picture book is filled with animals causing total disaster as they try to travel in the most unsuitable vehicles. With hilarious rhyming text and spectacular illustrations, this is a real romp of a book - perfect for reading aloud! _______________ Don't miss out on the other hilarious books in this series: You Can't Let an Elephant Drive a Digger, You Can't Call an Elephant in an Emergency, You Can't Take an Elephant on Holiday, and You Can't Let an Elephant Drive a Racing Car. Collect them all! ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2917,,Lift-the-flap Friends Pirates,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4088/9781408864050.jpg,9781408864050,Not known,,Board book,English,"₹ 1,358.17","Ahoy there! Meet the pirate crew, explore the ship, and search for hidden treasure in this fun lift-the-flap board book! Bloomsbury's Lift-the-flap Friends board books are packed full of fun flaps and gorgeous illustrations which young children will love. Available in a range of fun topics, including Dinosaurs, Fairies, Princess and Pirates. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2918,,Watch Out for Muddy Puddles!,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4088/9781408867204.jpg,9781408867204,3.67,75,Paperback,English,"₹ 1,075.88","Watch out for muddy puddles! Because you never really know ... what there might be lurking down in the depths below. Have you ever thought about what could be in the world below the surface of puddles? Join in as one boy finds that some are very, very deep; some are teeming with particularly peckish crocodiles - eek! - and some icy puddles hurt your bottom when you slip - ouch! Others are full of frogs, underwater kings, lost socks and - WATCH OUT! - the BIG, BAD duck ... A joyous celebration of the imagination and splashing in puddles by the star of CBeebies' Mr Bloom and the bestselling illustrator of Aliens Love Underpants. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2919,,Pirate Pete's Potty : A Noisy Sound Book,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4093/9781409302209.jpg,9781409302209,4.1,235,Board book,English,"₹ 1,074.94","Even pirates use the potty! Pirate Pete's Potty is an entertaining picture book from Ladybird that helps parents struggling with potty training for toddlers aged 18+ months. Easily follow along with the fun pictures, showing little ones that even pirates have anxiety about using the potty. And when your own Pirate Pete uses the potty correctly, they can press the 'cheer' button as a fun, noisy reward! If you need any more tips and tricks for potty training, visit the Ladybird website. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2920,,Peppa Pig: Peppa's Washing Day: My First Storybook,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4093/9781409304845.jpg,9781409304845,3.92,24,Board book,English,₹ 850.55,"Peppa's Washing Day is a delightful storybook based on the award-winning television series Peppa Pig. Oops! Peppa and George have made Daddy Pig's shirt dirty. What will happen when they try to wash out all the mud? Peppa's Washing Day is a Part of the My First Storybook range, Peppa's Washing Day is a colourful and engaging board book based on the award-winning Nick Jr. television series. The captivating stories and familiar characters are ideal for encouraging children to take an early interest in reading. The Peppa Pig range of books are fun, interactive and educational, ideal for encouraging children to start to read by themselves. Titles available from Ladybird include: Fun at the Fair, Peppa Goes Swimming, Daddy Pig's Fun Run and many more! ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2921,,Peppa Pig: Peppa Goes to the Library: My First Storybook,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4093/9781409304852.jpg,9781409304852,4.11,108,Board book,English,₹ 791.12,"Peppa Goes to the Library is a fun and engaging first storybook for little children. Boring! Peppa is fed up of all her old books and needs some new ones. Join her on a fun-filled library trip to find more. Featuring all of your favourite Peppa Pig characters. Part of the My First Storybook range, Peppa Goes to the Library is a colourful and engaging board book based on the award-winning Nick Jr. television series. The captivating stories and familiar characters are ideal for encouraging children to take an early interest in reading. The Peppa Pig range of books are fun, interactive and educational, ideal for encouraging children to start to read by themselves. Titles available from Ladybird include: Peppa Goes Swimming, Peppa's First Glasses, Fun at the Fair and many more! ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2922,,Peekaboo Zoo,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4093/9781409307228.jpg,9781409307228,4,15,Board book,English,₹ 911.74,"Peekaboo Zoo is a fun and interactive book from Ladybird, full of surprises! Peekaboo Zoo is a lovely first lift-the-flap book for babies and young toddlers. Turn each page to find a wild animal hidden under a flap. Read the funny, rhyming text and try to guess which animal is hidden! There is a mirror on the last page, so baby can have the excitement of finding themselves in the picture! The classic game of peekaboo is brought to life in this gorgeous book, perfect as a gift for babies and young children. Ladybird publishes the very best books for babies and toddlers - colourful and engaging, they encourage early interaction with books and the wider world. Watch your little one have fun and learn with Ladybird from their very first book until they start school. Look out for the classic Ladybird series - there is a Ladybird book for every age and every stage. Baby Touch; Toddler Touch; Busy; First Favourite Tales; Read It Yourself; Topsy and Tim; Key Words With Peter and Jane ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2923,,This Little Fairy: Ladybird Touch and Feel,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4093/9781409308386.jpg,9781409308386,3.5,2,Board book,English,"₹ 5,951.34","This little fairy's name is Jess, Feel her gorgeous rose-petal dress. Babies and toddlers will love interacting with the pretty touch-and-feel fairies in this sturdy board book from Ladybird. Have fun reading the rhymes together with your child and finding the touch and feel areas on the fairies each time. Stroke glittery wings, or touch a shiny tiara, as each little fairy is different. Then think of your very own name for the last little fairy at the end! Can you also find the hidden ladybird on every page? A perfect first touch-and-feel book for all young fairy fans, ""This Little Fairy"" helps to develop sensory and language awareness in preschool children. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2924,,This Little Pirate: Ladybird Touch and Feel,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4093/9781409308416.jpg,9781409308416,3.56,9,Board book,English,"₹ 2,287.65","This Little Pirate is a first Touch and Feel book from Ladybird. Toddlers and young children will love interacting with the friendly touch-and-feel pictures in this sturdy board book from Ladybird. Have fun reading the rhymes together and finding the feely areas on the teddies each time. Feel soft paw pads or stroke a fluffy tummy, each little teddy is different. Then think of a name for the last little teddy at the end! A perfect first touch and feel book for 0 to 3 year olds, This Little Teddy helps to develop sensory and language awareness in preschool children. Look out for This Little Teddy, too! ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2925,,Peppa Pig: Peppa's First Pet: My First Storybook,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4093/9781409308638.jpg,9781409308638,3.94,127,Board book,English,₹ 755.22,"Peppa Pig: Fire Engine is a colourful and engaging story book based on the popular children's series. Splish, splash! Oh dear, Peppa Pig's pet fish, Goldie, isn't well. Join Peppa Pig, George and Mummy Pig in this delightful children's storybook, as they take an exciting bus ride to the vet to find out why Goldie isn't eating her food. This story book features your favourite characters from Peppa Pig and is perfect for sharing at school or for snuggling up at bedtime! The Peppa Pig range of books are fun, interactive and educational, ideal for encouraging children to start to read by themselves. Titles available from Ladybird include: Peppa Pig: The Fire Engine, Peppa Goes to the Library, Peppa's Washing Day and Daddy Pig's Fun Run. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2926,,Peppa Pig: Peppa and the Big Train: My First Storybook,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4093/9781409308645.jpg,9781409308645,4.15,137,Board book,English,₹ 756.92,"This lovely little storybook is based on the number one and award-winning preschool children's TV show on Channel 5 and Nickelodeon - Peppa Pig! When you read this story, your child will be jumping for joy as they board the train and follow Peppa on an exciting journey. Every Peppa fan from 2-5 will love looking at the colourful pictures and laughing along with Peppa, George, Mummy and Daddy Pig and all their friends. Read the story at playtime, preschool or even tucked up in bed and it will always be a firm favourite! ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2927,,My Daddy : My Daddy Board Book,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4093/9781409309062.jpg,9781409309062,4.17,156,Board book,English,₹ 760.51,"This adorable book is brought to you by the best-loved characters from the number one award-winning preschool children's TV show on Channel 5 and Nickelodeon - 'Peppa Pig'! The perfect present for Daddy Pig's and children everywhere, this cute book talks about how much Peppa and George love their daddy, with all his little quirks. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2928,,Chicken Licken: Ladybird First Favourite Tales,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4093/9781409309567.jpg,9781409309567,4.02,48,Hardback,English,₹ 704.59,"Based on the traditional fairy tale Chicken Licken, this vibrantly illustrated story is sure to become a favourite in every home. Chicken Licken thinks the sky is falling down, so he sets off to tell the king. What will happen to him and his friends Henny Penny, Turkey Lurkey and Goosey Loosey? Part of the Ladybird First Favourite Tales series - a perfect introduction to fairy tales for preschoolers - this hardback book contains lots of funny rhythm and rhyme to delight young children. Ideal for reading aloud and sharing with 2-4 year olds. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2929,,This Little Angel: Ladybird Touch and Feel,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4093/9781409311348.jpg,9781409311348,5,1,Board book,English,₹ 549.45,"""This Little Angel"" is a delightful rhyming touch-and-feel book from ""Ladybird"", with a different angel to talk about and a big touchy feely item to explore on every double page. From a shiny gold halo and bumpy harp to feathery wings and fluffy clouds, each angel-themed tactile area helps to stimulate sensory awareness in older babies and toddlers and teach them the difference between smooth, rough, bumpy, shiny and so on. The book also has a special shiny gold cover that is perfect for Christmas, and makes it an ideal festive gift for children. Learn each little angel's name and what they are doing by reading the rhymes, then choose a name for the last little angel at the end! With a ladybird to also look for and spot on each page, ""This Little Angel"" is perfect for sharing with young children as their attention span and curiosity about books grows. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2930,,This Little Bunny: Ladybird Touch and Feel,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4093/9781409311362.jpg,9781409311362,3,5,Board book,English,"₹ 1,345.71","Toddlers and young children will love interacting with the friendly touch-and-feel bunnies in this sturdy board book from Ladybird. You can have fun reading the rhymes together and finding the feely areas on the bunnies each time. Feel a fluffy tummy or stroke a puffball tail, as each little bunny is different. Then think of a name for the last little bunny at the end! This is a perfect first touch and feel book for all young bunny fans, ""This Little Bunny"" helps to develop sensory and language awareness in preschool children. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2931,,Ladybird Skullabones Island: All Aboard the Pirate Ship!,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4093/9781409311744.jpg,9781409311744,4.5,2,Board book,English,₹ 727.85,"The pirates of Skullabones Island are having a very busy day in All Aboard the Pirate Ship, a fun lift-the-flap book from Ladybird. Follow Captain Cutlass and his crew as they work aboard different parts of the ship by reading the informative text and peeking under all the flaps on every page. Perfect for sharing with toddlers at playtime or bedtime. Looking at the pictures together and talking about what is happening will help your child to develop observation and early language skills. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2932,,Little Charley Bear: Ready . . . Teddy . . . Go!,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4093/9781409312079.jpg,9781409312079,Not known,,Board book,English,"₹ 1,593.28","Welcome to the Little Charley Bear Super Car Race! Charley's in the lead against Caramel and Nibblit. He suddenly gets a chance to really beat the competition. Will Charley help his friends or leave them behind? Read this lovely board storybook to find out what happens to Little Charley Bear and his friends. Based on the CBeebies show, Little Charley Bear, narrated by James Corden. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2933,,Ladybird Singalong Rhymes: If You're Happy and You Know It,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4093/9781409312192.jpg,9781409312192,Not known,,Board book,English,"₹ 1,814.94","If you're happy and you know it, clap your hands! This sturdy singalong rhyme book from ""Ladybird"" is perfect for sharing with young children. There's a different verse from the well-loved ""If You're Happy and You Know It"" rhyme to sing along to on each page, and you can join in with the actions, too! There are also fun peek-through holes throughout for little fingers to explore. Bright, detailed illustrations are great for talking about and there's even a little ladybird to find on every page. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2934,,Peppa Pig: The BIGGEST Muddy Puddle in the World Picture Book,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4093/9781409313212.jpg,9781409313212,4.07,45,Paperback,English,₹ 938.26,"Based on the number one pre-school and BAFTA winning TV animation, Peppa Pig, this wonderful story picture book is perfect for reading at bedtime, playtime and over and over again! Once upon a time, there was a loveable, slightly bossy little piggy, named Peppa. She loved jumping up and down in muddy puddles. Peppa Pig and her little brother George don't mind rain, because rain means muddy puddles to jump in! But what happens when the rain is so heavy, torrential and even biblical? The result is a flood, and Granny and Grandpa Pig come to the rescue with their boat. And when the water disappears, it creates Peppa's dream come true - the world's biggest, muddiest puddle ever! This beautiful picture book is full of Peppa Pig humour and charm and will no doubt become a classic. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2935,,Angry Birds Star Wars Reader Darth Swindle's Secret,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4093/9781409343981.jpg,9781409343981,2.81,43,Hardback,English,₹ 550.41,Angry Birds meets Star Wars in this all-new Reader from DK Angry Birds (TM) Star Wars (TM) Darth Swindle's Secret is a brand new book introducing readers to the world of Angry Birds and Star Wars. This DK Reader will be enjoyed by young learners and fans of the game with its light-hearted and fun storyline. Wicked Darth Swindle has many secrets! Learn all about this sly swine and his pesky pals. Level 1 Readers are great for children who are beginning to learn to read with limited vocabulary and lots of word repetition to engage young fans and build their literary skills. DK Readers are a multi-level reading programme guaranteed to capture a child's interest while developing reading skills and general knowledge - compatible with the framework for teaching literacy. ,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2936,,Bedtime Stories for Little Children,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409507024.jpg,9781409507024,4.16,25,Hardback,English,"₹ 2,562.24","A collection of five delightful stories just the right length for reading at bedtime. Stories include 'The Mouse's Wedding', 'The Reluctant Dragon', 'The Tortoise and the Eagle', The Ant and the Grasshopper' and 'The Owl and the Pussycat'. A beautifully illustrated padded hardback book with a ribbon marker. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2937,,Pirate Pat,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409507031.jpg,9781409507031,4.14,163,Hardback,English,₹ 560.43,"An exciting story to inspire very beginner readers. Based on the principles of synthetic phonics, supports the ""Letters and Sounds"" programme used in thousands of UK primary schools. Adult and child take turns to read, and the child's text uses only the letters s a t p i n m d. Fun puzzles test understanding, and provide opportunities for discussion and further reading practice. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2938,,The Dressing-Up Box,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409507048.jpg,9781409507048,4.13,110,Hardback,English,"₹ 1,480.83","An appealing story to inspire very beginner readers. Based on the principles of synthetic phonics, supports the ""Letters and Sounds"" programme used in thousands of UK primary schools. Adult and child take turns to read, and the child's text uses only the letters s a t p i n m d plus new letters g o c k ck e u r. Fun puzzles test understanding, and provide opportunities for discussion and further reading practice. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2939,,Mr Mystery,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409507178.jpg,9781409507178,3.75,59,Hardback,English,"₹ 1,453.24","A magical story to inspire beginner readers. Based on the principles of synthetic phonics, supports the ""Letters and Sounds"" programme used in thousands of UK primary schools. Child reads with an adult's support, and gains practice reading longer words and some more tricky spelling patterns. Fun puzzles test understanding, and provide opportunities for discussion and further reading practice. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2940,,Animal Rhymes,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409507895.jpg,9781409507895,Not known,,Board book,English,"₹ 2,288.80","Animal-themed collection of nursery rhymes, with pictured tabs and illustrations by Kate Saunders. Ages: 1+ ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2941,,"Brush Your Teeth, Max and Millie",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409507956.jpg,9781409507956,3.62,26,Board book,English,"₹ 1,164.59","This is a delightful new title for the very young, with simple stories teaching good habits and good manners. This charming story follows two young friends, Max and Millie, as they learn about the simple concept of brushing their teeth, so children can learn from their example. Simple, repetitive text makes this title easy and enjoyable to read to very young children. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2942,,The Solar System,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409514244.jpg,9781409514244,3.97,141,Hardback,English,₹ 731.76,"What is the surface of Mars like? Why does Venus glow in the dark? How do scientists explore faraway planets? Beginner readers can find answers to these questions and more in this colourful information book. Illustrated with stunning photographs and illustrations accompanied by short, informative text developed with reading experts. Includes carefully selected internet-links to exciting websites about the Solar System. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2943,,Great City Search,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409519058.jpg,9781409519058,3.88,16,Hardback,English,₹ 410.79,"This is a new edition of the classic search, sure to keep children entertained for hours on end, whilst developing important visual recognition, matching and counting skills. Each beautifully illustrated scene, including a bustling train station, a noisy building site and a busy hospital, features a brain-teasing picture puzzle. This title is also packed with fascinating geography facts presented in short, easy-to-read captions. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2944,,Easy Phonic Words,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409522270.jpg,9781409522270,4.55,11,Hardback,English,₹ 787.33,A lively phonics wordbook specially developed for young children who are just beginning to learn to read. This appealing book uses witty and lively scenes to introduce easy-to-read words and common spelling patterns. An engaging way to build a secure foundation for reading with confidence and pleasure. ,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2945,,Baby's Bedtime Storybook,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409524663.jpg,9781409524663,3.56,9,Board book,English,"₹ 2,173.35",This delightful bedtime book contains 17 short animal stories to share with babies and little children. A beautifully illustrated hardback book that will lend itself to being read time and time again. Perfect for sending tiny children off to sleep at the end of a busy day. ,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2946,,Saint George and the Dragon,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409535911.jpg,9781409535911,3.71,34,Hardback,English,₹ 723.40,"A humorous re-telling of the legendary tale, specially written for children who are starting to read on their own. Easy-to-read text and colourful illustrations bring the story of a fire-breathing dragon, a princess in peril and a bold knight to life. Includes background to the legend and the art it has inspired, as well as internet links to find out more. Developed in consultation with reading experts at Roehampton University to help young readers grow in confidence and ability. Part of the Usborne Reading Programme, comprising over 250 titles. ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
2947,,Railway Children,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409536963.jpg,9781409536963,4.01,"56,940",Paperback,English,"₹ 5,232.36","An evocative picture book based on the classic E. Nesbitt tale. When their father is wrongly accused of spying, Bobbie, Peter and Phylis move out of London and experience new exciting adventures in the countryside. But will their father ever return? Warmly illustrated in vivid watercolours. Available as ebook with narration (on tablets that support audio). ",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,,,0,1,1,0,0,0
